-3.042596;-30.858246;991.137329;-269.499054;120.791687;-381.134399;
-4.056795;-36.644165;1000.984741;-265.352753;111.746140;-377.838287;
-8.113590;-32.786888;1004.923645;-263.860260;113.149910;-371.723145;
-3.042596;-34.715527;991.137329;-268.150818;116.214943;-377.949402;
-3.042596;-37.608486;1000.000000;-268.329346;108.684959;-379.305786;
-2.028398;-36.644165;992.122070;-268.330536;108.721199;-380.843323;
0.000000;-39.537128;1002.954163;-271.046844;115.890381;-367.189026;
-7.099391;-36.644165;994.091553;-265.212128;117.835342;-379.520782;
-6.085193;-50.144650;999.015259;-266.804993;111.710678;-377.839508;
-2.028398;-36.644165;997.045776;-269.820618;107.244957;-383.883362;
-4.056795;-40.501450;1000.984741;-265.316101;113.223152;-376.337006;
-7.099391;-35.679848;998.030518;-266.770752;113.260155;-379.413269;
-5.070994;-40.501450;1000.984741;-272.684784;108.542343;-377.771851;
-3.042596;-39.537128;997.045776;-262.448303;111.817062;-377.835907;
-4.056795;-42.430088;999.015259;-263.767120;118.088211;-388.744812;
-6.085193;-35.679848;995.076294;-269.523682;118.952332;-367.260284;
-4.056795;-34.715527;995.076294;-270.986755;119.242981;-381.099365;
-7.099391;-34.715527;1000.000000;-264.041199;105.692390;-376.154633;
-3.042596;-34.715527;998.030518;-265.388214;110.232895;-377.802063;
0.000000;-34.715527;992.122070;-265.173035;119.239883;-374.944397;
-3.042596;-33.751205;998.030518;-255.077209;116.425385;-373.325928;
-2.028398;-37.608486;999.015259;-269.705811;111.531052;-373.229279;
-4.056795;-37.608486;996.061035;-268.325714;108.576256;-374.693176;
-4.056795;-39.537128;995.076294;-268.292664;110.161972;-377.804474;
-7.099391;-35.679848;999.015259;-266.705841;116.467812;-387.173462;
-7.099391;-41.465767;998.030518;-265.427307;108.828354;-382.378448;
-4.056795;-32.786888;999.015259;-260.861481;118.122902;-387.204865;
-4.056795;-35.679848;998.030518;-263.973877;108.827583;-380.839691;
-4.056795;-37.608486;998.030518;-263.866302;113.331078;-379.410858;
-7.099391;-37.608486;996.061035;-269.783966;108.721970;-382.382050;
-8.113590;-38.572807;998.030518;-268.258423;111.711449;-379.378235;
-1.014199;-36.644165;997.045776;-272.621094;111.786240;-387.069580;
-6.085193;-37.608486;998.030518;-263.868713;113.403549;-382.485931;
-6.085193;-37.608486;993.106812;-271.057678;116.216492;-381.026886;
-3.042596;-35.679848;995.076294;-262.411652;113.294075;-376.334595;
-3.042596;-36.644165;997.045776;-266.767120;113.151451;-374.800659;
-4.056795;-35.679848;994.091553;-271.197113;110.091049;-377.806885;
-3.042596;-38.572807;998.030518;-268.258423;111.711449;-379.378235;
-2.028398;-36.644165;999.015259;-263.966644;108.610176;-371.614441;
-6.085193;-37.608486;999.015259;-269.710632;111.675987;-379.379456;
-6.085193;-34.715527;1000.000000;-268.295074;110.234444;-380.879547;
-7.099391;-34.715527;998.030518;-269.610260;116.396889;-387.175873;
-7.099391;-34.715527;996.061035;-266.621674;119.095718;-370.332977;
-2.028398;-38.572807;1000.984741;-258.018311;114.877449;-374.829681;
-2.028398;-35.679848;995.076294;-266.801392;111.601974;-373.226868;
-8.113590;-35.679848;995.076294;-262.515625;108.681870;-373.150787;
-1.014199;-35.679848;1007.877869;-272.536926;114.414139;-370.229065;
-4.056795;-34.715527;991.137329;-262.484985;110.340050;-379.337189;
-4.056795;-34.715527;1004.923645;-259.545105;111.924210;-379.371033;
-3.042596;-38.572807;997.045776;-269.711823;111.712227;-380.916992;
1.014199;-36.644165;1000.000000;-265.387024;110.196663;-376.264526;
-5.070994;-36.644165;999.015259;-268.225372;113.297165;-382.489563;
-5.070994;-36.644165;997.045776;-265.389435;110.269127;-379.339600;
-6.085193;-38.572807;996.061035;-268.116577;117.764420;-379.523193;
-2.028398;-35.679848;997.045776;-271.376831;102.597298;-380.700775;
-8.113590;-34.715527;996.061035;-271.131012;113.262474;-384.029510;
